@relation sentiment

@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute feat20 numeric
@attribute class {0, 4}

@data
0,0,1,1,0,0,0,0,0,0,1,10,0,2,0,0,0,8.67,4.13,3,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3.00,6.00,2,0
1,0,1,1,0,1,0,0,0,0,0,4,1,5,0,0,0,13.00,4.17,2,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.00,3.29,1,0
1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,1,5.00,5.27,4,0
3,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,8.00,3.33,3,0
2,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,8.50,3.75,2,0
3,1,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,7.00,5.31,2,0
0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,8.00,5.36,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,7.00,4.57,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.00,8.50,1,0
2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,11.00,4.00,1,0
2,0,0,2,0,1,1,0,0,0,0,1,0,3,0,0,0,20.00,3.74,1,0
1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,8.00,4.27,2,0
1,0,0,0,0,0,0,0,2,0,0,2,0,1,0,1,0,4.50,4.00,2,0
2,1,0,0,0,0,1,0,0,0,1,5,0,0,1,0,0,5.33,4.00,3,0
0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,13.00,3.69,1,0
2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,8.00,4.38,1,0
0,0,0,0,0,1,0,0,0,0,0,4,0,2,0,0,0,12.00,4.58,1,0
0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,6.00,5.27,2,0
1,0,0,1,0,0,0,0,1,0,0,11,1,0,0,0,0,9.33,3.73,3,0
2,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,7.33,3.95,3,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7.00,5.00,1,0
0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,8.00,3.71,1,0
0,0,0,1,2,1,1,0,0,0,0,5,1,1,1,0,1,9.00,4.50,3,0
0,1,0,0,0,1,0,0,0,0,0,4,0,3,0,2,1,15.00,3.43,1,0
1,0,0,1,1,0,2,0,0,0,0,5,2,2,0,1,0,15.00,4.08,2,0
1,1,0,1,0,0,1,0,0,0,0,7,0,1,0,0,0,9.50,3.40,2,0
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7.00,5.40,1,0
2,0,0,0,2,0,1,0,0,0,1,3,3,1,0,0,3,13.50,3.60,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.00,4.83,1,0
2,0,1,1,0,1,1,0,0,0,0,4,0,1,0,0,0,11.50,3.14,2,0
1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7.00,4.71,1,0
1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,0,0,12.00,3.68,2,0
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1.14,13.67,22,0
2,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,0,9.50,4.06,2,0
1,1,0,0,1,0,0,0,0,0,1,6,0,0,0,3,0,7.50,5.08,2,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6.00,5.33,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12.00,3.08,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.00,11.00,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.00,3.33,1,0
1,0,1,0,0,0,0,0,0,0,0,7,0,4,0,1,0,10.50,3.84,2,0
1,0,1,1,2,0,0,0,0,0,0,1,0,2,0,0,0,11.00,5.09,1,0
0,1,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,4.33,3.64,3,0
1,2,0,0,0,0,0,0,0,0,0,4,0,0,1,2,1,13.00,3.15,1,0
0,1,2,1,0,1,0,0,0,0,1,5,0,3,0,1,1,14.00,3.92,2,0
0,1,0,1,0,0,1,0,0,1,1,5,0,4,0,0,0,8.00,4.47,3,0
2,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11.00,5.20,2,0
1,1,1,3,1,0,1,0,0,0,0,5,0,4,0,0,0,13.00,3.88,2,0
1,1,0,1,0,0,0,0,0,0,2,9,2,0,0,0,0,7.33,4.80,3,0
1,0,0,1,0,1,0,0,0,0,1,6,1,0,1,0,0,7.67,5.00,3,0
0,1,0,0,1,0,1,0,0,0,0,5,0,2,0,0,0,5.75,4.11,4,0
1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,9.33,4.42,3,0
4,1,0,1,0,0,0,0,0,0,0,3,0,1,1,1,1,10.00,4.21,2,0
2,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,5.00,3.45,3,0
0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,10.00,5.43,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4.00,4.00,1,0
2,0,2,1,2,0,0,0,0,0,0,3,0,2,0,0,0,12.50,4.12,2,0
0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,4.00,6.00,1,0
0,0,2,1,0,0,0,0,0,0,1,5,0,5,0,0,0,20.00,4.79,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6.00,4.60,1,0
2,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,20.00,3.95,1,0
2,3,1,0,3,0,1,0,1,0,0,3,0,1,0,1,0,15.50,3.25,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2.00,8.00,1,0
1,2,1,0,2,0,1,0,0,0,0,5,0,3,1,1,0,26.00,4.24,1,0
0,0,2,0,2,0,2,0,1,0,1,4,0,1,0,0,0,18.00,3.57,1,0
1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,13.00,3.77,1,0
2,1,0,0,0,1,2,0,0,0,0,9,0,1,1,2,0,23.00,3.81,1,0
3,0,2,1,1,1,1,0,0,0,0,1,0,3,0,0,0,17.00,3.60,1,0
1,0,3,1,1,2,1,0,0,0,0,4,0,1,0,0,0,12.50,3.83,2,0
0,0,1,2,1,0,0,0,0,0,0,4,2,4,0,2,1,23.00,4.18,1,0
1,0,1,1,0,1,0,0,0,0,1,5,2,1,0,0,0,9.33,3.85,3,0
1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.50,3.71,2,0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.50,4.88,2,0
0,0,1,0,0,0,2,0,0,0,0,5,0,1,0,0,0,10.50,4.00,2,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.00,4.33,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4.00,5.50,1,0
2,0,0,0,0,0,0,0,0,0,1,6,0,1,1,0,1,7.50,3.50,2,0
2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,4.00,3.33,2,0
1,0,2,1,1,0,2,0,0,0,1,11,0,1,0,0,0,10.33,3.63,3,0
1,2,0,0,2,0,0,0,0,0,0,7,1,1,0,0,0,6.33,4.18,3,0
0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,13.00,4.58,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,9.00,3.67,1,0
2,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,13.50,3.84,2,0
3,0,0,1,3,1,0,0,0,0,0,6,0,1,1,0,1,27.00,3.78,1,0
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10.00,5.00,1,0
0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,0,0,8.33,4.83,3,0
1,0,2,0,0,0,0,0,0,0,1,2,0,2,0,0,0,6.67,3.53,3,0
1,0,0,1,0,0,1,0,0,1,0,7,1,2,0,0,0,6.80,4.04,5,0
0,0,2,0,1,0,1,0,0,0,0,3,0,1,0,1,2,6.67,4.00,3,0
2,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,9.00,3.96,3,0
0,1,0,1,0,0,0,0,0,0,0,6,0,1,0,0,0,18.00,3.94,1,0
0,0,3,2,0,0,2,1,0,0,0,8,0,1,1,0,0,10.67,4.16,3,0
0,0,0,1,2,0,1,0,0,0,0,5,1,1,0,0,0,14.00,5.85,1,0
2,0,0,1,0,0,2,0,0,0,0,5,0,2,0,0,0,24.00,5.15,1,0
2,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,19.00,3.63,1,0
1,0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,0,11.00,3.38,2,0
0,0,0,0,1,1,1,0,0,0,0,7,0,0,1,0,0,6.33,4.73,3,0
2,0,0,1,2,0,1,0,0,0,0,4,0,2,0,0,0,11.50,3.57,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,13.00,4.42,1,0
0,0,2,0,0,0,2,0,0,0,0,11,1,0,0,0,0,9.67,4.08,3,0
0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,12.00,3.55,2,0
0,2,0,0,0,0,1,0,0,0,1,6,0,3,0,2,0,10.00,3.33,2,0
4,0,2,3,1,0,0,0,0,1,0,6,0,3,0,0,0,30.00,3.31,1,0
2,0,0,1,1,0,2,0,2,0,1,3,0,5,0,2,0,10.50,3.67,2,0
1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,4.50,3.00,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3.00,4.33,1,0
0,0,1,0,1,0,0,0,0,0,1,8,1,3,0,0,1,11.50,3.77,2,0
1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,5.00,3.78,2,0
2,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,9.00,3.24,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,6.00,4.00,1,0
0,2,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,8.00,4.10,3,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7.00,4.00,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.00,13.00,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,5.00,4.23,3,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6.00,4.00,1,0
0,1,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,7.33,4.53,3,0
0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,4.50,4.62,2,0
1,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,11.00,6.22,1,0
1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,6.00,5.83,1,0
3,0,0,0,1,0,1,0,0,0,0,9,0,1,0,0,1,22.00,3.95,1,0
0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,4.33,4.82,3,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,9.00,3.00,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.00,3.50,2,0
1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,8.00,3.57,1,0
0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,7.00,4.00,1,0
0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,8.00,5.33,1,0
1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,13.00,4.18,1,0
0,0,0,1,0,0,3,0,0,0,0,9,0,1,0,0,0,9.00,5.43,2,0
0,2,0,1,0,0,0,0,0,0,0,6,0,2,0,1,0,19.00,5.18,1,0
2,0,1,0,1,0,0,0,0,0,0,4,1,4,0,1,1,7.00,4.50,4,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7.00,4.83,1,0
1,0,0,1,2,0,0,0,0,0,0,9,0,0,0,0,0,8.33,3.95,3,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5.00,4.40,1,0
0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,2,4.50,3.38,2,0
0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7.00,4.14,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,4.67,4.09,3,0
0,1,0,0,0,0,1,0,0,0,0,4,0,1,0,0,0,12.00,4.36,1,0
1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,7.00,4.42,2,0
0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,10.00,4.89,1,0
4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.60,3.21,5,0
0,0,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,14.00,3.71,1,0
4,0,1,1,2,0,0,0,0,0,0,6,0,1,0,0,0,19.00,3.63,1,0
0,1,1,0,1,0,1,0,0,0,0,6,3,1,2,2,2,5.80,4.08,5,0
1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2.60,4.44,5,0
0,0,2,0,0,0,1,0,0,0,0,7,0,3,0,0,0,14.00,4.08,2,0
1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7.00,4.67,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6.00,5.40,1,0
2,0,0,0,1,0,0,0,0,0,1,7,0,2,0,1,0,7.50,3.81,4,0
4,0,2,2,0,0,0,0,0,0,1,7,1,1,0,0,1,6.40,3.19,5,0
2,0,1,1,1,1,0,0,0,0,1,5,0,3,0,0,0,13.50,3.24,2,0
0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,2,5.00,4.88,2,0
2,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8.50,4.07,2,0
0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,4.40,4.22,5,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.00,4.17,1,0
1,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,5.67,3.93,3,0
1,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,15.00,4.07,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,10.00,4.90,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.00,4.75,1,0
0,0,1,1,0,0,3,0,0,0,0,6,0,1,0,0,0,15.00,4.58,1,0
2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8.67,4.43,3,0
0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3.50,5.20,2,0
0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,5.50,3.90,2,0
0,1,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,8.00,4.14,1,0
1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,6.25,4.00,4,0
2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.00,4.40,1,0
0,0,0,1,0,0,0,0,0,0,0,2,3,2,0,0,0,13.00,4.69,1,0
4,0,1,3,0,0,0,0,1,2,0,9,0,1,0,1,2,16.50,3.62,2,0
0,0,1,0,0,0,1,0,1,0,0,6,3,3,0,0,1,15.50,3.89,2,0
1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,5.50,3.11,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.00,5.33,2,0
1,0,1,0,0,0,0,0,0,0,0,3,2,2,0,1,0,10.00,3.72,2,0
2,1,1,0,2,0,1,1,0,0,0,6,0,3,0,0,0,10.00,4.00,3,0
1,0,1,1,0,0,2,0,0,0,0,1,0,1,0,0,0,13.00,3.80,1,0
0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,8.00,5.29,1,0
1,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,8.00,4.93,2,0
2,0,0,0,1,0,1,0,0,0,0,3,0,2,1,1,0,8.00,3.55,3,0
2,0,1,1,0,0,1,0,0,0,0,3,0,5,0,1,0,11.00,3.79,2,0
1,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,13.00,4.08,1,0
1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6.00,4.20,1,0
0,0,0,0,0,0,0,0,0,0,0,8,2,2,0,0,1,13.50,3.80,2,0
0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,5.00,6.00,1,0
0,0,0,0,1,0,0,0,0,2,0,5,0,2,0,0,0,13.00,4.82,1,0
0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,7.50,4.08,2,0
0,0,2,0,0,0,1,0,0,0,1,7,0,0,0,0,0,7.33,3.72,3,0
0,0,0,0,0,0,1,0,0,0,1,5,0,3,0,0,0,7.50,4.85,2,0
1,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,7.00,4.25,2,0
0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,9.00,4.00,1,0
2,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,2,23.00,3.73,1,0
1,0,0,1,0,1,0,0,0,0,0,13,0,1,0,0,0,5.25,3.72,4,0
1,0,1,1,1,0,1,0,0,0,0,9,1,0,0,0,0,13.00,4.25,2,0
1,0,3,0,2,0,0,0,0,0,0,5,0,3,0,0,0,7.00,3.60,4,0
2,0,0,0,0,0,1,0,0,0,0,5,0,1,0,0,0,9.50,4.71,2,0
0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,12.00,3.30,1,0
0,0,3,0,3,0,0,1,1,0,0,8,0,1,0,0,0,13.00,4.82,2,0
0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,10.00,4.22,1,0
0,0,0,1,0,0,1,0,0,0,0,3,2,0,1,0,1,5.67,3.92,3,0
2,0,1,1,2,0,0,0,1,0,0,2,0,3,0,0,0,11.00,4.37,2,0
0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,5.50,6.44,2,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.00,4.50,1,0
0,0,0,3,0,0,0,0,0,0,0,6,0,1,0,0,0,19.00,3.68,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.00,4.80,1,0
0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,2,5.00,3.33,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,6.00,3.00,1,0
1,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,8.50,4.00,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,12.00,4.50,1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,3.00,3.40,2,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4.00,3.50,2,0
1,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,4.50,3.38,2,0
0,0,0,1,2,0,1,0,0,0,0,7,0,2,0,0,0,11.00,4.45,2,0
2,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,9.00,3.11,1,0
0,0,1,0,0,0,0,0,0,0,0,6,0,3,0,0,0,12.50,4.74,2,0
0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6.00,4.00,2,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5.00,5.67,2,0
1,2,0,0,0,1,0,0,0,0,0,3,3,0,0,0,2,6.67,4.65,3,0
2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,8.00,4.12,1,0
0,0,0,1,0,0,0,0,0,0,1,5,0,2,0,0,0,6.50,3.91,2,0
1,0,1,0,0,1,1,0,0,0,0,5,2,3,0,0,2,9.67,4.08,3,0
1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9.00,5.11,1,0
1,0,0,1,0,0,0,0,0,0,0,9,7,0,0,0,18,12.50,4.38,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7.00,3.29,1,0
0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,3.25,4.10,4,0
0,0,1,0,0,1,1,0,1,0,0,10,0,6,0,2,0,11.33,3.53,3,0
1,0,1,1,0,0,0,0,0,0,0,6,2,0,0,0,0,22.00,4.62,1,0
2,0,1,0,2,0,1,0,0,0,0,2,0,3,0,0,0,9.00,4.25,2,0
0,0,0,0,1,0,0,0,0,0,0,3,1,2,0,0,1,4.33,4.10,3,0
2,0,1,1,2,0,1,0,2,0,1,6,0,5,0,2,0,29.00,3.96,1,0
0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,6.50,4.70,2,0
0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,5.50,4.40,2,0
2,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,6.00,4.10,2,0
2,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,0,7.00,4.08,2,0
3,0,0,1,1,0,1,0,0,0,0,3,0,0,0,0,0,22.00,3.80,1,0
3,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,14.00,3.92,1,0
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.00,5.00,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.00,4.60,1,0
2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,13.00,3.64,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.00,4.40,1,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5.00,4.60,1,0
1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,10.00,3.12,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,4.00,3.83,2,0
0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.00,4.57,1,0
1,0,1,1,0,0,0,0,0,0,0,5,0,2,0,1,0,5.75,3.75,4,0
1,0,1,0,0,1,1,0,0,0,0,6,0,3,0,0,0,11.50,4.43,2,0
1,1,0,0,0,0,0,0,0,0,2,4,0,1,0,1,0,8.50,5.07,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.50,4.64,2,0
1,0,1,0,0,1,1,0,0,0,0,5,2,3,0,0,2,9.67,4.08,3,0
0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,6.00,3.36,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.00,3.00,1,0
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5.00,6.00,1,0
1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,9.00,2.88,1,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.00,4.00,1,0
0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,4.50,4.75,2,0
1,0,0,1,0,0,1,0,0,0,0,6,0,1,0,1,0,8.33,4.45,3,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3.00,7.00,1,0
2,0,0,0,1,0,2,0,0,0,0,4,0,2,1,1,1,27.00,3.38,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.00,3.00,2,0
5,0,0,0,1,0,1,0,1,0,0,5,1,1,0,0,0,13.50,3.61,2,0
0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,8.50,4.20,2,0
0,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,1,4.25,3.85,4,0
0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6.00,5.50,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8.00,3.75,1,0
3,0,2,1,0,1,0,1,0,0,0,9,1,3,1,0,0,8.50,3.41,4,0
2,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,9.00,3.44,2,0
2,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9.50,4.29,2,0
0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,4.00,4.71,2,0
2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.00,4.36,2,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6.00,5.83,1,0
4,0,2,1,0,1,0,1,0,0,0,6,2,1,0,0,1,31.00,2.93,1,0
5,0,1,0,0,0,1,0,0,0,1,4,1,2,1,0,0,11.50,3.65,2,0
4,0,0,0,1,0,3,0,2,0,0,8,1,4,0,1,1,17.00,3.37,2,0
2,0,0,0,1,1,0,0,1,0,1,9,0,2,0,0,0,12.00,3.86,2,0
0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,9.00,5.12,1,0
0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,12.00,4.36,1,0
2,2,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,7.00,4.33,2,0
2,0,2,1,0,1,0,0,0,0,0,8,0,4,0,0,0,7.75,3.54,4,0
0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,8.00,4.50,1,0
2,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,5.25,3.71,4,0
1,0,0,0,1,0,0,0,0,0,0,9,0,2,1,0,0,26.00,3.92,1,0
0,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,8.50,4.81,2,0
2,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,9.50,4.41,2,0
3,0,1,0,1,1,0,0,0,0,1,6,0,0,0,0,0,7.00,4.56,3,0
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6.00,2.60,1,0
1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5.00,3.75,2,0
0,0,0,0,1,0,1,0,0,0,0,7,1,2,0,0,0,18.00,4.27,1,0
0,0,0,0,0,1,0,0,0,0,2,4,0,1,0,0,0,4.33,3.90,3,0
2,0,0,2,0,0,0,0,0,0,0,4,1,3,0,0,0,12.50,3.26,2,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7.00,3.67,1,0
0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,6.50,4.09,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.00,22.00,1,0
0,0,1,1,2,0,0,0,1,1,0,7,0,0,0,0,1,8.67,3.95,3,0
3,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,18.00,3.11,1,0
1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,7.00,6.33,1,0
2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5.50,3.50,2,0
0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,15.00,3.79,1,0
1,0,1,0,2,0,2,0,0,0,0,2,0,2,0,0,0,16.00,3.50,1,0
0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,6.00,4.90,2,0
3,0,0,0,3,0,1,0,0,0,0,3,0,2,1,0,0,21.00,4.68,1,0
1,0,1,0,0,0,1,0,0,0,0,3,0,3,0,2,0,15.00,3.29,1,0
